Country,Timestamp,Device Category,Key Actions,Page Path,Source,Avg Session Duration,Bounce Rate,Conversions,New Users,Page Views,Returning Users,Unique Page Views,Average time on home page (min),Website,Date,Time,Day
canada,2020-10-11 21:58:00,tablet,sign up,/products,direct,52.0,29.0,30.0,896.0,131.0,300.0,1058.0,5.31,amazon prime,2020-10-11,21:58:00,tuesday
canada,2022-04-09 21:48:00,tablet,sign up,/products,direct,39.0,40.0,46.0,511.0,1397.0,79.0,1051.0,3.5,amazon music,2022-04-09,21:48:00,sunday
canada,2021-09-08 13:32:00,desktop,subscribe,/products,direct,74.0,37.0,14.0,302.0,976.0,39.0,140.0,1.69,audible,2021-09-08,13:32:00,monday
india,2023-10-06 03:43:00,desktop,contact form,/products,paid search,157.0,34.0,19.0,552.0,1940.0,160.0,220.0,4.75,amazon help,2023-10-06,03:43:00,saturday
india,2020-06-12 12:28:00,mobile,contact form,/products,organic search,123.0,60.0,26.0,776.0,1342.0,485.0,643.0,3.9,amazon help,2020-06-12,12:28:00,sunday
india,2020-04-08 23:43:00,mobile,download,/products,paid search,34.0,63.0,36.0,208.0,1802.0,273.0,914.0,2.13,prime video,2020-04-08,23:43:00,tuesday
india,2021-01-05 19:45:00,desktop,purchase,/products,referral,172.0,62.0,18.0,657.0,864.0,337.0,1437.0,1.76,amazon.com,2021-01-05,19:45:00,saturday
uk,2022-11-05 04:30:00,mobile,contact form,/products,organic search,133.0,28.0,31.0,962.0,903.0,485.0,1448.0,1.89,amazon support,2022-11-05,04:30:00,wednesday
uk,2020-07-06 01:27:00,desktop,contact form,/products,direct,149.0,47.0,12.0,398.0,657.0,401.0,1231.0,4.65,amazon support,2020-07-06,01:27:00,sunday
uk,2023-08-10 11:44:00,desktop,contact form,/products,direct,32.0,48.0,43.0,729.0,997.0,154.0,1312.0,3.05,aws support,2023-08-10,11:44:00,sunday
uk,2020-10-04 08:50:00,mobile,download,/products,direct,112.0,42.0,30.0,466.0,742.0,254.0,1183.0,2.14,prime video,2020-10-04,08:50:00,friday
uk,2022-01-12 11:05:00,mobile,purchase,/products,direct,109.0,30.0,45.0,391.0,785.0,6.0,1311.0,5.4,amazon.com,2022-01-12,11:05:00,thursday
uk,2022-04-02 20:36:00,mobile,purchase,/products,social media,108.0,42.0,21.0,181.0,1589.0,217.0,1302.0,1.68,amazon.com,2022-04-02,20:36:00,friday
usa,2022-03-05 23:18:00,mobile,contact form,/products,paid search,136.0,51.0,16.0,327.0,640.0,239.0,595.0,1.22,amazon help,2022-03-05,23:18:00,tuesday
usa,2022-01-09 06:14:00,mobile,download,/products,paid search,34.0,60.0,2.0,681.0,1340.0,124.0,844.0,3.48,prime video,2022-01-09,06:14:00,thursday
australia,2021-10-07 21:58:00,mobile,contact form,/about,referral,156.0,42.0,1.0,124.0,433.0,291.0,531.0,5.24,aws support,2021-10-07,21:58:00,saturday
australia,2020-08-12 22:05:00,mobile,download,/about,paid search,175.0,34.0,34.0,382.0,102.0,339.0,1413.0,4.08,prime video,2020-08-12,22:05:00,tuesday
australia,2023-06-02 02:23:00,desktop,download,/about,paid search,91.0,43.0,25.0,780.0,1354.0,166.0,1256.0,1.55,amazon music,2023-06-02,02:23:00,monday
canada,2021-11-05 16:39:00,mobile,download,/about,organic search,60.0,44.0,8.0,513.0,1995.0,356.0,971.0,3.55,prime video,2021-11-05,16:39:00,tuesday
canada,2020-12-08 16:08:00,mobile,sign up,/about,paid search,116.0,25.0,5.0,995.0,1582.0,5.0,293.0,4.6,amazon prime,2020-12-08,16:08:00,wednesday
canada,2021-04-05 00:14:00,mobile,subscribe,/about,direct,136.0,55.0,45.0,265.0,938.0,6.0,633.0,3.47,amazon prime,2021-04-05,00:14:00,tuesday
india,2022-08-08 02:38:00,desktop,contact form,/about,social media,87.0,35.0,47.0,57.0,584.0,419.0,888.0,1.53,amazon help,2022-08-08,02:38:00,monday
india,2023-12-09 03:37:00,desktop,download,/about,organic search,30.0,33.0,39.0,210.0,816.0,93.0,1314.0,2.36,prime video,2023-12-09,03:37:00,tuesday
india,2021-11-09 10:25:00,mobile,download,/about,organic search,137.0,35.0,48.0,474.0,1869.0,359.0,292.0,4.47,amazon music,2021-11-09,10:25:00,saturday
india,2020-03-10 09:59:00,mobile,sign up,/about,paid search,154.0,29.0,46.0,72.0,525.0,67.0,1096.0,5.5,amazon music,2020-03-10,09:59:00,saturday
india,2022-06-02 23:07:00,mobile,sign up,/about,direct,42.0,33.0,40.0,598.0,1057.0,146.0,1400.0,4.51,amazon.com,2022-06-02,23:07:00,sunday
india,2023-01-05 11:01:00,mobile,sign up,/about,referral,155.0,56.0,33.0,406.0,1317.0,176.0,1344.0,1.61,amazon music,2023-01-05,11:01:00,monday
india,2022-04-08 01:01:00,desktop,subscribe,/about,social media,38.0,61.0,33.0,447.0,421.0,141.0,1254.0,5.84,amazon prime,2022-04-08,01:01:00,thursday
uk,2022-04-06 13:19:00,desktop,contact form,/about,paid search,166.0,46.0,42.0,216.0,1533.0,401.0,263.0,1.21,amazon support,2022-04-06,13:19:00,saturday
uk,2021-05-06 13:57:00,mobile,download,/about,direct,75.0,30.0,15.0,928.0,1282.0,328.0,322.0,3.87,prime video,2021-05-06,13:57:00,saturday
uk,2022-12-07 07:34:00,mobile,download,/about,direct,44.0,32.0,22.0,663.0,386.0,42.0,216.0,3.49,amazon music,2022-12-07,07:34:00,tuesday
uk,2021-12-04 18:03:00,mobile,purchase,/about,social media,159.0,40.0,28.0,749.0,823.0,295.0,628.0,5.2,amazon.com,2021-12-04,18:03:00,monday
uk,2023-07-02 04:19:00,mobile,purchase,/about,referral,55.0,67.0,38.0,727.0,703.0,66.0,548.0,3.49,amazon.com,2023-07-02,04:19:00,tuesday
uk,2022-03-12 20:59:00,tablet,sign up,/about,organic search,168.0,22.0,39.0,558.0,1692.0,371.0,1055.0,1.25,amazon prime,2022-03-12,20:59:00,saturday
uk,2020-10-01 20:55:00,desktop,sign up,/about,paid search,54.0,35.0,20.0,395.0,215.0,375.0,982.0,2.83,amazon music,2020-10-01,20:55:00,friday
usa,2021-02-05 14:55:00,mobile,subscribe,/about,paid search,60.0,37.0,47.0,314.0,1015.0,133.0,1429.0,4.72,amazon prime,2021-02-05,14:55:00,sunday
usa,2021-03-07 11:29:00,mobile,subscribe,/about,paid search,65.0,54.0,43.0,357.0,863.0,228.0,233.0,2.68,audible,2021-03-07,11:29:00,saturday
australia,2021-04-09 12:24:00,desktop,purchase,/blog,referral,84.0,54.0,5.0,779.0,1354.0,428.0,1076.0,3.23,amazon.com,2021-04-09,12:24:00,saturday
canada,2022-12-10 18:38:00,tablet,subscribe,/blog,social media,165.0,31.0,19.0,48.0,498.0,405.0,613.0,2.61,amazon web services (aws),2022-12-10,18:38:00,wednesday
india,2021-03-03 22:42:00,mobile,contact form,/blog,social media,109.0,26.0,19.0,186.0,1089.0,217.0,612.0,5.34,amazon help,2021-03-03,22:42:00,wednesday
india,2021-08-05 02:07:00,mobile,contact form,/blog,direct,154.0,44.0,4.0,325.0,918.0,477.0,1462.0,5.4,aws support,2021-08-05,02:07:00,saturday
india,2023-04-04 23:51:00,mobile,download,/blog,referral,60.0,53.0,36.0,651.0,1312.0,241.0,1265.0,5.04,prime video,2023-04-04,23:51:00,tuesday
uk,2020-09-01 21:41:00,desktop,purchase,/blog,referral,115.0,25.0,43.0,884.0,713.0,142.0,66.0,5.88,amazon.com,2020-09-01,21:41:00,thursday
uk,2023-09-08 02:29:00,tablet,purchase,/blog,social media,55.0,46.0,17.0,226.0,970.0,252.0,1025.0,1.73,amazon.com,2023-09-08,02:29:00,wednesday
uk,2021-07-05 10:57:00,mobile,purchase,/blog,social media,44.0,69.0,32.0,659.0,1544.0,288.0,358.0,5.8,amazon.com,2021-07-05,10:57:00,friday
uk,2022-09-05 13:48:00,mobile,subscribe,/blog,referral,53.0,57.0,36.0,271.0,1928.0,232.0,778.0,5.47,amazon web services (aws),2022-09-05,13:48:00,monday
uk,2021-03-09 00:19:00,mobile,subscribe,/blog,organic search,39.0,63.0,31.0,715.0,1007.0,41.0,1298.0,5.93,audible,2021-03-09,00:19:00,friday
usa,2020-04-12 22:45:00,mobile,download,/blog,social media,68.0,49.0,46.0,896.0,1047.0,468.0,912.0,3.47,prime video,2020-04-12,22:45:00,friday
usa,2023-08-03 15:28:00,desktop,download,/blog,direct,129.0,52.0,0.0,536.0,568.0,28.0,243.0,1.41,prime video,2023-08-03,15:28:00,wednesday
usa,2023-05-09 03:19:00,mobile,download,/blog,organic search,172.0,54.0,19.0,93.0,1834.0,281.0,531.0,5.81,amazon music,2023-05-09,03:19:00,tuesday
usa,2023-11-01 03:47:00,desktop,subscribe,/blog,paid search,146.0,40.0,41.0,185.0,1836.0,43.0,1225.0,4.83,amazon web services (aws),2023-11-01,03:47:00,wednesday
australia,2020-06-11 20:44:00,tablet,contact form,/contact,referral,117.0,41.0,45.0,649.0,1486.0,298.0,121.0,3.41,amazon support,2020-06-11,20:44:00,friday
australia,2020-01-06 03:53:00,mobile,contact form,/contact,referral,43.0,57.0,13.0,518.0,268.0,346.0,1105.0,5.26,aws support,2020-01-06,03:53:00,monday
australia,2023-03-09 11:34:00,mobile,download,/contact,referral,143.0,36.0,33.0,50.0,562.0,463.0,795.0,5.26,amazon music,2023-03-09,11:34:00,sunday
australia,2022-05-05 19:25:00,mobile,download,/contact,direct,58.0,57.0,35.0,364.0,353.0,431.0,774.0,3.9,amazon music,2022-05-05,19:25:00,thursday
australia,2023-01-05 17:55:00,desktop,purchase,/contact,paid search,156.0,40.0,11.0,592.0,594.0,340.0,588.0,1.08,amazon.com,2023-01-05,17:55:00,monday
australia,2023-08-04 09:03:00,mobile,purchase,/contact,paid search,148.0,43.0,48.0,846.0,1563.0,378.0,671.0,5.94,amazon.com,2023-08-04,09:03:00,saturday
australia,2020-08-07 17:43:00,mobile,subscribe,/contact,organic search,114.0,64.0,12.0,962.0,986.0,87.0,1430.0,1.6,amazon prime,2020-08-07,17:43:00,wednesday
canada,2021-07-09 08:48:00,mobile,download,/contact,referral,129.0,30.0,41.0,638.0,1625.0,359.0,1255.0,5.13,amazon music,2021-07-09,08:48:00,tuesday
canada,2023-09-02 18:22:00,mobile,download,/contact,organic search,153.0,33.0,5.0,504.0,1001.0,171.0,513.0,4.02,amazon music,2023-09-02,18:22:00,thursday
canada,2023-08-03 04:04:00,mobile,purchase,/contact,social media,87.0,38.0,26.0,162.0,1502.0,327.0,1325.0,3.65,amazon.com,2023-08-03,04:04:00,wednesday
canada,2023-12-08 02:04:00,mobile,purchase,/contact,referral,178.0,42.0,9.0,901.0,489.0,31.0,1208.0,1.61,amazon.com,2023-12-08,02:04:00,saturday
india,2022-11-01 06:34:00,tablet,purchase,/contact,organic search,103.0,49.0,2.0,213.0,631.0,422.0,895.0,4.34,amazon.com,2022-11-01,06:34:00,tuesday
india,2022-03-08 14:03:00,desktop,subscribe,/contact,paid search,46.0,56.0,19.0,845.0,632.0,144.0,622.0,5.4,amazon web services (aws),2022-03-08,14:03:00,wednesday
uk,2021-06-02 20:16:00,desktop,contact form,/contact,social media,98.0,51.0,1.0,379.0,1854.0,61.0,407.0,4.41,amazon help,2021-06-02,20:16:00,saturday
uk,2021-04-02 02:58:00,mobile,download,/contact,organic search,172.0,40.0,29.0,446.0,835.0,447.0,687.0,1.04,prime video,2021-04-02,02:58:00,thursday
uk,2023-07-07 12:57:00,desktop,purchase,/contact,referral,156.0,35.0,11.0,991.0,1664.0,195.0,640.0,2.62,amazon.com,2023-07-07,12:57:00,friday
uk,2022-09-07 17:45:00,desktop,sign up,/contact,referral,31.0,47.0,13.0,797.0,1314.0,443.0,63.0,4.1,amazon music,2022-09-07,17:45:00,saturday
usa,2022-02-02 10:49:00,mobile,contact form,/contact,direct,48.0,46.0,48.0,383.0,1060.0,224.0,761.0,4.46,amazon help,2022-02-02,10:49:00,wednesday
usa,2021-03-10 10:57:00,desktop,download,/contact,direct,32.0,38.0,41.0,635.0,775.0,25.0,1351.0,4.06,prime video,2021-03-10,10:57:00,sunday
usa,2021-10-04 22:43:00,tablet,download,/contact,referral,53.0,38.0,41.0,860.0,1977.0,389.0,702.0,2.51,amazon music,2021-10-04,22:43:00,saturday
usa,2021-04-07 08:55:00,mobile,purchase,/contact,referral,31.0,43.0,13.0,770.0,913.0,487.0,955.0,2.54,amazon.com,2021-04-07,08:55:00,sunday
usa,2023-12-06 19:19:00,desktop,purchase,/contact,social media,126.0,44.0,25.0,838.0,828.0,258.0,1342.0,3.2,amazon.com,2023-12-06,19:19:00,monday
usa,2022-11-02 07:43:00,tablet,purchase,/contact,referral,43.0,48.0,2.0,94.0,807.0,74.0,66.0,2.16,amazon.com,2022-11-02,07:43:00,friday
usa,2023-10-05 13:53:00,mobile,sign up,/contact,direct,103.0,53.0,8.0,371.0,396.0,111.0,258.0,4.26,amazon music,2023-10-05,13:53:00,wednesday
usa,2021-03-07 03:15:00,tablet,subscribe,/contact,referral,128.0,50.0,31.0,768.0,1587.0,68.0,876.0,2.54,audible,2021-03-07,03:15:00,saturday
usa,2020-11-12 05:30:00,mobile,subscribe,/contact,paid search,154.0,61.0,3.0,740.0,777.0,424.0,729.0,1.87,amazon prime,2020-11-12,05:30:00,friday
australia,2023-03-09 01:41:00,mobile,contact form,/home,referral,170.0,33.0,28.0,960.0,345.0,256.0,250.0,3.45,amazon support,2023-03-09,01:41:00,sunday
australia,2021-08-08 16:36:00,mobile,contact form,/home,direct,31.0,68.0,24.0,425.0,1531.0,32.0,476.0,4.11,amazon support,2021-08-08,16:36:00,sunday
australia,2020-02-04 13:11:00,desktop,download,/home,paid search,146.0,42.0,49.0,999.0,936.0,171.0,1328.0,4.59,amazon music,2020-02-04,13:11:00,thursday
australia,2023-12-07 07:11:00,tablet,download,/home,referral,70.0,43.0,0.0,579.0,666.0,19.0,1235.0,4.31,amazon music,2023-12-07,07:11:00,wednesday
australia,2023-02-10 13:51:00,mobile,sign up,/home,social media,106.0,56.0,12.0,89.0,1396.0,95.0,1333.0,1.77,amazon music,2023-02-10,13:51:00,monday
australia,2023-02-06 17:48:00,mobile,subscribe,/home,paid search,55.0,64.0,44.0,438.0,527.0,170.0,597.0,0.98,amazon prime,2023-02-06,17:48:00,friday
canada,2021-06-08 18:23:00,mobile,download,/home,social media,178.0,41.0,39.0,885.0,1718.0,381.0,1345.0,5.67,prime video,2021-06-08,18:23:00,friday
canada,2021-04-12 12:25:00,mobile,download,/home,social media,140.0,68.0,23.0,998.0,1729.0,415.0,985.0,5.83,prime video,2021-04-12,12:25:00,saturday
canada,2022-05-11 04:22:00,mobile,sign up,/home,paid search,115.0,58.0,42.0,597.0,1928.0,353.0,1391.0,2.54,amazon.com,2022-05-11,04:22:00,saturday
india,2022-05-09 01:47:00,tablet,purchase,/home,direct,115.0,27.0,31.0,466.0,841.0,280.0,294.0,1.85,amazon.com,2022-05-09,01:47:00,monday
india,2022-10-12 11:51:00,mobile,sign up,/home,organic search,134.0,53.0,29.0,449.0,682.0,322.0,1488.0,2.75,amazon.com,2022-10-12,11:51:00,saturday
uk,2023-03-08 09:50:00,mobile,download,/home,direct,32.0,43.0,19.0,334.0,1855.0,331.0,322.0,5.76,prime video,2023-03-08,09:50:00,thursday
uk,2021-02-07 05:27:00,desktop,sign up,/home,paid search,58.0,28.0,22.0,531.0,1137.0,254.0,1438.0,4.45,amazon.com,2021-02-07,05:27:00,friday
uk,2021-09-10 13:35:00,mobile,sign up,/home,referral,135.0,29.0,21.0,958.0,1409.0,166.0,1447.0,1.12,amazon.com,2021-09-10,13:35:00,saturday
uk,2022-01-05 06:54:00,desktop,subscribe,/home,direct,94.0,34.0,32.0,977.0,779.0,173.0,591.0,5.0,amazon web services (aws),2022-01-05,06:54:00,sunday
usa,2022-04-11 18:20:00,mobile,contact form,/home,referral,168.0,59.0,18.0,721.0,1165.0,347.0,466.0,2.26,aws support,2022-04-11,18:20:00,friday
usa,2020-04-01 19:02:00,desktop,purchase,/home,paid search,45.0,54.0,29.0,106.0,1920.0,433.0,92.0,3.39,amazon.com,2020-04-01,19:02:00,saturday
australia,2022-12-12 14:34:00,mobile,download,/products,referral,90.0,58.0,30.0,170.0,1262.0,289.0,149.0,3.92,amazon music,2022-12-12,14:34:00,monday
australia,2022-04-11 05:19:00,mobile,purchase,/products,direct,77.0,51.0,13.0,187.0,861.0,344.0,1434.0,3.38,amazon.com,2022-04-11,05:19:00,friday
australia,2021-05-11 01:01:00,desktop,purchase,/products,organic search,161.0,66.0,5.0,873.0,1952.0,130.0,457.0,4.58,amazon.com,2021-05-11,01:01:00,friday
australia,2023-07-09 15:54:00,desktop,sign up,/products,direct,136.0,25.0,15.0,406.0,875.0,218.0,1333.0,1.87,amazon music,2023-07-09,15:54:00,thursday
australia,2021-12-02 16:56:00,mobile,subscribe,/products,social media,111.0,32.0,49.0,400.0,1946.0,11.0,327.0,2.79,audible,2021-12-02,16:56:00,friday
canada,2021-10-11 13:09:00,mobile,contact form,/products,direct,147.0,66.0,45.0,873.0,857.0,376.0,587.0,1.37,aws support,2021-10-11,13:09:00,wednesday
canada,2020-01-01 11:32:00,desktop,download,/products,direct,133.0,62.0,39.0,89.0,606.0,459.0,1261.0,5.81,prime video,2020-01-01,11:32:00,wednesday
canada,2023-02-03 06:58:00,desktop,sign up,/products,direct,96.0,64.0,2.0,769.0,730.0,389.0,379.0,2.27,amazon.com,2023-02-03,06:58:00,thursday
canada,2022-05-02 07:23:00,mobile,subscribe,/products,social media,128.0,28.0,30.0,176.0,1532.0,446.0,1430.0,5.92,audible,2022-05-02,07:23:00,saturday
canada,2021-07-01 11:28:00,mobile,subscribe,/products,referral,142.0,32.0,17.0,437.0,311.0,26.0,1072.0,3.47,amazon web services (aws),2021-07-01,11:28:00,thursday
canada,2022-07-07 06:33:00,desktop,subscribe,/products,paid search,102.0,68.0,0.0,146.0,1503.0,171.0,325.0,1.08,amazon prime,2022-07-07,06:33:00,thursday
india,2023-11-04 22:40:00,mobile,contact form,/products,social media,48.0,60.0,22.0,125.0,732.0,32.0,249.0,4.19,amazon support,2023-11-04,22:40:00,tuesday
india,2022-03-06 20:32:00,desktop,purchase,/products,social media,145.0,68.0,40.0,828.0,1919.0,73.0,352.0,2.59,amazon.com,2022-03-06,20:32:00,friday
india,2021-11-01 19:00:00,desktop,sign up,/products,direct,161.0,54.0,37.0,211.0,779.0,163.0,1349.0,4.81,amazon.com,2021-11-01,19:00:00,monday
india,2022-01-02 09:27:00,desktop,subscribe,/products,organic search,52.0,67.0,40.0,718.0,133.0,264.0,206.0,2.61,amazon web services (aws),2022-01-02,09:27:00,tuesday
uk,2021-01-02 02:22:00,desktop,contact form,/products,social media,96.0,44.0,25.0,877.0,148.0,61.0,1228.0,4.47,aws support,2021-01-02,02:22:00,monday
usa,2023-05-01 02:28:00,mobile,contact form,/products,social media,138.0,49.0,9.0,381.0,412.0,249.0,757.0,4.4,amazon help,2023-05-01,02:28:00,thursday
usa,2022-08-08 15:03:00,mobile,purchase,/products,direct,143.0,30.0,22.0,329.0,1670.0,131.0,212.0,1.71,amazon.com,2022-08-08,15:03:00,monday
usa,2023-09-08 14:42:00,mobile,purchase,/products,referral,172.0,64.0,42.0,540.0,115.0,131.0,1463.0,2.37,amazon.com,2023-09-08,14:42:00,wednesday
usa,2022-03-01 19:17:00,mobile,sign up,/products,social media,93.0,62.0,46.0,342.0,537.0,69.0,782.0,3.06,amazon prime,2022-03-01,19:17:00,monday
australia,2021-11-08 07:36:00,mobile,download,/about,social media,93.0,58.0,44.0,205.0,446.0,348.0,102.0,2.73,prime video,2021-11-08,07:36:00,wednesday
australia,2022-02-10 00:45:00,mobile,subscribe,/about,social media,132.0,66.0,42.0,699.0,819.0,131.0,1332.0,3.86,amazon web services (aws),2022-02-10,00:45:00,sunday
canada,2021-08-09 14:31:00,mobile,purchase,/about,direct,126.0,57.0,48.0,392.0,1325.0,409.0,1397.0,5.29,amazon.com,2021-08-09,14:31:00,wednesday
india,2020-06-09 01:28:00,mobile,contact form,/about,paid search,83.0,34.0,28.0,626.0,568.0,122.0,1180.0,4.65,amazon help,2020-06-09,01:28:00,sunday
india,2023-03-02 22:47:00,desktop,contact form,/about,paid search,161.0,37.0,43.0,770.0,120.0,60.0,1355.0,0.95,amazon support,2023-03-02,22:47:00,friday
india,2022-12-04 22:34:00,mobile,download,/about,referral,57.0,42.0,35.0,267.0,514.0,272.0,1492.0,1.02,prime video,2022-12-04,22:34:00,tuesday
india,2023-11-08 17:17:00,tablet,sign up,/about,referral,118.0,51.0,24.0,784.0,833.0,285.0,718.0,3.91,amazon music,2023-11-08,17:17:00,friday
india,2021-06-05 06:24:00,desktop,subscribe,/about,social media,168.0,43.0,36.0,40.0,1883.0,72.0,378.0,4.92,audible,2021-06-05,06:24:00,thursday
uk,2021-02-11 06:23:00,mobile,download,/about,organic search,76.0,55.0,41.0,11.0,1847.0,489.0,1159.0,1.09,amazon music,2021-02-11,06:23:00,tuesday
uk,2022-07-08 06:03:00,mobile,purchase,/about,paid search,77.0,25.0,1.0,149.0,1469.0,9.0,1316.0,5.87,amazon.com,2022-07-08,06:03:00,sunday
uk,2023-03-09 05:09:00,mobile,purchase,/about,paid search,139.0,60.0,9.0,664.0,720.0,280.0,969.0,5.33,amazon.com,2023-03-09,05:09:00,sunday
uk,2021-03-05 14:07:00,mobile,sign up,/about,organic search,161.0,42.0,20.0,915.0,388.0,99.0,1226.0,5.47,amazon prime,2021-03-05,14:07:00,monday
uk,2022-05-09 08:28:00,mobile,subscribe,/about,social media,30.0,29.0,26.0,185.0,284.0,485.0,572.0,1.16,amazon prime,2022-05-09,08:28:00,monday
usa,2023-09-09 08:16:00,desktop,sign up,/about,direct,89.0,20.0,7.0,472.0,1419.0,69.0,591.0,3.81,amazon music,2023-09-09,08:16:00,saturday
usa,2021-09-11 03:23:00,desktop,sign up,/about,social media,36.0,43.0,46.0,761.0,1542.0,120.0,598.0,2.42,amazon.com,2021-09-11,03:23:00,tuesday
usa,2020-02-08 06:12:00,mobile,sign up,/about,organic search,115.0,66.0,1.0,814.0,807.0,235.0,773.0,3.39,amazon prime,2020-02-08,06:12:00,sunday
usa,2023-08-07 16:06:00,mobile,subscribe,/about,social media,85.0,21.0,42.0,926.0,1329.0,390.0,1365.0,2.74,amazon web services (aws),2023-08-07,16:06:00,saturday
usa,2022-07-01 22:49:00,mobile,subscribe,/about,organic search,69.0,66.0,31.0,536.0,1387.0,364.0,1192.0,2.57,audible,2022-07-01,22:49:00,friday
australia,2020-10-06 01:50:00,mobile,download,/blog,referral,128.0,32.0,42.0,66.0,1313.0,98.0,392.0,5.04,amazon music,2020-10-06,01:50:00,wednesday
australia,2022-08-05 08:32:00,mobile,purchase,/blog,social media,110.0,37.0,39.0,649.0,179.0,145.0,1030.0,2.19,amazon.com,2022-08-05,08:32:00,sunday
australia,2021-09-08 22:30:00,desktop,purchase,/blog,referral,64.0,45.0,30.0,229.0,393.0,307.0,982.0,2.2,amazon.com,2021-09-08,22:30:00,monday
australia,2020-05-11 07:22:00,mobile,sign up,/blog,referral,41.0,59.0,43.0,596.0,1783.0,68.0,180.0,4.48,amazon prime,2020-05-11,07:22:00,thursday
australia,2021-09-05 00:58:00,desktop,subscribe,/blog,organic search,166.0,36.0,15.0,649.0,260.0,322.0,819.0,5.28,amazon prime,2021-09-05,00:58:00,sunday
australia,2022-07-03 17:02:00,mobile,subscribe,/blog,paid search,104.0,61.0,32.0,828.0,1203.0,174.0,581.0,5.27,amazon web services (aws),2022-07-03,17:02:00,monday
canada,2021-07-10 07:26:00,mobile,purchase,/blog,referral,105.0,53.0,17.0,203.0,1412.0,304.0,744.0,2.95,amazon.com,2021-07-10,07:26:00,thursday
canada,2021-09-10 19:04:00,mobile,purchase,/blog,direct,146.0,59.0,10.0,173.0,207.0,121.0,716.0,1.95,amazon.com,2021-09-10,19:04:00,saturday
canada,2020-03-05 15:21:00,mobile,sign up,/blog,organic search,157.0,48.0,22.0,376.0,1740.0,324.0,967.0,1.79,amazon music,2020-03-05,15:21:00,sunday
canada,2021-06-10 03:02:00,mobile,subscribe,/blog,organic search,68.0,28.0,46.0,577.0,1562.0,10.0,1022.0,5.02,amazon web services (aws),2021-06-10,03:02:00,wednesday
india,2021-08-03 02:44:00,mobile,download,/blog,social media,46.0,34.0,32.0,108.0,1971.0,248.0,149.0,2.59,prime video,2021-08-03,02:44:00,monday
india,2020-02-12 09:17:00,mobile,purchase,/blog,paid search,136.0,68.0,1.0,799.0,100.0,489.0,616.0,1.66,amazon.com,2020-02-12,09:17:00,wednesday
india,2023-02-04 16:41:00,mobile,sign up,/blog,organic search,128.0,60.0,14.0,556.0,1123.0,314.0,684.0,4.58,amazon music,2023-02-04,16:41:00,sunday
uk,2021-02-07 10:10:00,mobile,download,/blog,social media,70.0,23.0,11.0,67.0,1602.0,87.0,1140.0,2.67,prime video,2021-02-07,10:10:00,friday
uk,2023-07-04 00:50:00,mobile,sign up,/blog,social media,147.0,62.0,13.0,848.0,1858.0,117.0,1158.0,2.63,amazon music,2023-07-04,00:50:00,friday
usa,2020-05-05 05:55:00,tablet,contact form,/blog,paid search,119.0,24.0,1.0,944.0,1003.0,475.0,330.0,1.69,amazon support,2020-05-05,05:55:00,tuesday
usa,2023-07-04 11:38:00,mobile,purchase,/blog,direct,153.0,24.0,10.0,824.0,763.0,125.0,583.0,1.78,amazon.com,2023-07-04,11:38:00,friday
australia,2021-09-06 06:47:00,tablet,contact form,/contact,direct,102.0,32.0,7.0,968.0,1917.0,413.0,740.0,1.6,aws support,2021-09-06,06:47:00,wednesday
australia,2023-08-06 02:00:00,mobile,contact form,/contact,paid search,49.0,63.0,38.0,637.0,857.0,124.0,891.0,2.21,amazon help,2023-08-06,02:00:00,thursday
australia,2020-01-08 18:47:00,mobile,subscribe,/contact,direct,64.0,31.0,20.0,445.0,676.0,499.0,143.0,5.72,amazon web services (aws),2020-01-08,18:47:00,saturday
canada,2021-12-11 02:40:00,desktop,download,/contact,paid search,83.0,22.0,28.0,290.0,584.0,311.0,109.0,3.13,prime video,2021-12-11,02:40:00,friday
canada,2022-12-09 07:09:00,desktop,sign up,/contact,direct,134.0,51.0,1.0,286.0,1661.0,228.0,60.0,1.08,amazon prime,2022-12-09,07:09:00,monday
india,2023-02-07 17:56:00,desktop,contact form,/contact,referral,179.0,21.0,22.0,348.0,851.0,183.0,394.0,3.16,aws support,2023-02-07,17:56:00,sunday
india,2023-08-04 20:51:00,mobile,contact form,/contact,social media,167.0,49.0,1.0,467.0,1987.0,31.0,1147.0,5.03,aws support,2023-08-04,20:51:00,saturday
india,2020-10-11 16:36:00,mobile,download,/contact,referral,81.0,32.0,32.0,759.0,477.0,416.0,1432.0,2.79,amazon music,2020-10-11,16:36:00,tuesday
india,2022-12-03 12:09:00,mobile,download,/contact,direct,179.0,39.0,1.0,374.0,1031.0,237.0,175.0,4.79,prime video,2022-12-03,12:09:00,saturday
india,2023-08-03 22:29:00,mobile,purchase,/contact,paid search,172.0,20.0,43.0,537.0,380.0,196.0,385.0,2.06,amazon.com,2023-08-03,22:29:00,wednesday
india,2020-05-07 04:03:00,mobile,subscribe,/contact,direct,119.0,65.0,9.0,273.0,599.0,300.0,435.0,1.78,amazon prime,2020-05-07,04:03:00,sunday
uk,2021-08-04 02:53:00,mobile,download,/contact,organic search,125.0,29.0,23.0,477.0,1091.0,223.0,497.0,4.52,prime video,2021-08-04,02:53:00,thursday
uk,2020-09-07 03:17:00,desktop,download,/contact,social media,147.0,60.0,44.0,414.0,205.0,382.0,1449.0,4.26,prime video,2020-09-07,03:17:00,thursday
